SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,overwritebatch,overwritebatch,overwritebatch,overwritebatch
0,1,0,1,0,1,0,1,0,0,0,0,1,1,18.964,19.054,17.153,19.202
1,1,0,0,1,0,0,1,0,0,0,1,1,0,19.698,19.547,17.3,20.007
0,1,0,1,1,0,0,0,1,0,1,0,0,1,18.86,18.877,17.376,19.511
0,1,1,0,0,1,1,0,0,1,0,0,0,0,18.831,19.185,17.691,19.365
0,0,1,1,1,1,1,0,0,1,0,1,1,1,19.628,19.711,18.282,19.875
1,0,1,1,1,1,0,1,0,1,0,0,0,1,19.15,19.068,17.851,19.583
1,1,1,0,1,0,1,0,1,1,0,0,0,0,19.131,19.249,17.681,19.489
1,0,0,0,1,1,0,1,1,0,1,1,1,1,19.699,19.591,17.56,19.971
0,1,1,0,1,1,1,1,1,1,1,0,1,1,19.053,18.91,17.794,19.428
0,0,1,0,1,1,1,1,1,0,1,1,0,1,19.81,19.901,17.811,19.903
0,0,1,1,1,0,0,1,1,1,0,1,1,1,19.761,20.068,18.032,19.993
0,0,0,0,1,0,1,1,0,1,0,0,0,0,18.912,19.116,17.918,19.445
1,1,1,1,1,1,1,1,0,0,0,0,1,1,19.329,19.236,17.365,19.351
0,0,1,1,0,0,0,1,1,0,0,0,1,1,18.82,19.051,17.187,19.223
0,0,1,0,1,1,1,0,1,1,1,1,0,0,19.761,19.522,17.961,20.202
0,1,0,1,1,0,0,0,1,1,0,0,1,1,19.747,19.227,17.797,19.431
0,0,1,1,1,0,1,0,0,1,1,1,1,0,19.854,19.868,17.956,19.875
0,0,0,1,0,0,0,0,1,0,1,1,0,1,19.932,20.043,17.483,19.945
0,0,0,0,0,1,1,0,1,1,1,0,0,1,19.254,18.877,17.777,19.631
1,0,1,1,1,1,0,1,1,1,0,1,1,0,20.195,19.8,18.077,20.202
1,0,0,0,1,0,1,1,0,0,1,0,1,0,19.144,19.26,17.269,19.55
1,0,0,0,1,0,1,0,1,0,1,0,1,0,18.844,18.921,17.282,19.239
0,0,0,1,0,1,1,1,0,0,1,1,1,0,19.751,19.766,17.616,20.081
1,1,0,1,1,1,0,1,1,0,0,1,0,1,19.75,20.039,17.549,19.975
0,1,0,0,0,1,1,1,0,1,0,0,1,0,18.862,19.235,17.817,19.37
1,1,1,0,0,1,1,1,1,1,0,1,1,1,19.828,19.755,18.098,20.199
1,1,0,1,1,0,1,1,0,1,0,0,0,1,19.236,18.983,17.683,19.328
0,1,1,0,0,1,0,1,0,0,1,1,0,1,19.639,19.747,17.874,20.069
1,1,1,0,0,1,0,1,0,1,1,1,0,0,19.892,20.075,18.146,20.096
1,1,0,1,1,1,1,0,0,0,1,0,1,0,19.431,19.159,17.123,19.228
1,0,0,0,0,0,1,0,0,1,0,1,1,1,21.475,19.706,18.694,20.292
1,1,0,1,1,0,1,1,0,1,0,1,0,1,19.912,19.982,17.946,20.049
0,1,1,0,0,1,0,0,1,1,0,0,1,1,19.21,19.36,17.712,19.257
1,1,1,1,1,1,1,0,1,1,1,0,0,0,19.12,18.797,17.742,19.416
1,1,1,0,1,1,1,0,1,1,0,0,1,1,19.337,19.219,17.958,19.451
0,0,1,0,1,1,1,1,1,0,0,1,1,1,19.734,19.915,17.497,20.265
1,0,0,1,1,1,1,1,1,1,0,1,0,1,19.605,19.727,18.32,20.119
1,0,1,1,1,0,0,0,1,1,0,0,1,1,18.856,19.007,17.72,19.818
1,0,0,1,1,1,1,0,1,1,1,1,1,0,21.204,20.296,17.987,20.423
0,0,1,1,1,0,1,1,1,1,0,1,0,0,19.417,20.081,17.97,19.971
1,0,0,0,0,0,1,0,1,1,0,0,0,1,19.185,19.143,17.786,19.774
0,1,0,0,1,0,1,0,1,0,0,0,1,0,18.759,18.958,17.139,19.273
1,0,0,1,1,1,0,1,0,0,0,1,1,1,19.667,19.718,17.535,19.801
0,0,1,0,0,1,1,1,1,0,0,0,0,1,19.053,18.874,17.103,19.226
1,1,0,1,1,0,1,1,0,0,1,0,0,0,19.359,19.152,17.192,19.057
0,1,0,0,1,1,1,1,1,0,1,1,0,1,19.674,21.089,17.65,20.512
1,0,1,0,1,0,1,1,1,1,1,0,0,1,18.928,19.554,17.618,19.325
1,0,0,0,1,0,1,1,1,0,1,0,0,1,18.881,19.288,17.372,19.23
0,0,1,1,1,0,1,0,1,1,1,1,0,1,19.508,19.682,18.032,19.868
1,1,1,1,0,0,0,0,0,0,0,0,1,0,19.12,18.833,17.358,19.244
0,1,1,1,1,0,0,1,0,0,0,0,1,1,19.008,18.983,17.212,19.175
1,1,0,1,1,0,1,0,1,0,1,1,0,1,19.907,19.897,17.787,20.112
1,0,1,0,1,1,1,0,1,0,1,1,0,1,20.206,19.701,17.556,20.485
0,0,0,1,0,1,0,0,1,0,0,1,0,0,20.09,19.671,17.466,19.951
0,0,0,1,0,0,1,0,1,0,0,0,0,1,19.249,19.122,17.487,19.445
0,1,1,1,1,0,0,0,1,0,1,1,0,0,19.492,19.627,17.646,19.912
0,1,0,1,0,0,0,0,1,1,1,1,1,0,19.532,19.692,18.001,20.096
0,0,0,1,1,1,0,1,1,1,1,1,1,1,19.98,20.04,17.925,20.015
1,1,1,0,0,0,1,1,0,1,1,1,0,0,19.635,19.974,18.021,20.062
0,1,0,0,0,1,1,1,0,0,1,0,1,0,18.781,18.807,17.063,18.89
1,1,0,1,0,0,0,0,0,0,0,0,1,0,19.23,19.033,17.137,19.262
0,0,1,1,0,0,1,0,1,1,1,1,1,1,20.045,20.225,17.967,20.129
1,1,1,1,1,0,1,0,1,0,1,1,1,1,19.51,19.64,17.627,20.082
1,0,1,1,1,0,0,0,0,1,1,1,0,1,19.847,19.794,17.954,20.031
0,0,0,1,0,0,1,0,1,1,0,0,0,1,19.064,19.081,17.793,19.576
1,0,0,1,0,1,0,0,1,0,1,1,1,1,19.783,19.636,18.026,20.621
1,1,0,0,1,0,1,0,0,0,0,0,1,1,19.018,18.723,17.139,19.341
0,1,1,0,0,1,0,0,0,1,1,1,0,1,19.691,19.631,17.937,19.875
1,1,1,0,0,0,0,0,1,0,0,0,0,1,19.264,19.354,17.543,19.233
0,0,1,0,1,1,0,0,0,0,1,0,0,1,18.645,19.133,17.171,19.452
1,1,1,1,0,1,1,0,0,1,1,0,1,1,18.906,19.196,17.81,19.394
0,1,0,0,1,1,0,0,0,1,1,1,0,0,19.533,20.116,17.97,20.082
0,0,0,1,0,0,0,0,0,1,1,0,0,1,19.096,19.05,18.109,19.181
0,0,1,1,1,1,1,0,0,0,1,1,1,1,19.804,19.621,17.671,19.842
0,0,1,1,0,1,0,1,1,1,1,1,0,1,20.26,19.899,18.078,20.323
0,0,1,0,1,0,1,0,1,1,0,1,0,0,19.863,19.944,18.053,20.094
1,1,1,0,0,1,0,1,0,1,0,0,1,0,19.252,18.853,18.118,19.286
0,1,1,0,0,0,0,1,0,1,1,1,1,1,19.913,19.978,18.216,20.26
0,0,0,1,1,1,0,0,0,1,1,1,1,0,19.798,19.852,17.977,19.956
0,1,0,0,0,1,1,0,1,1,1,1,1,0,19.871,19.973,18.285,20.023
1,1,0,1,0,0,1,1,1,0,1,0,1,0,18.868,18.889,17.579,19.109
1,0,1,0,1,0,1,0,0,1,1,1,1,1,19.619,20.112,18.173,20.066
1,1,0,0,0,1,0,1,0,1,1,0,1,0,19.223,19.133,17.678,19.379
1,1,0,1,1,1,0,0,1,1,1,1,1,0,19.666,19.671,18.12,20.19
0,1,1,1,0,0,0,1,1,1,1,1,0,0,19.703,19.508,17.978,20.321
0,1,1,1,0,1,0,0,0,0,0,0,0,0,18.773,19.092,17.133,19.357
1,0,1,0,0,0,1,0,0,0,1,0,1,0,19.002,18.964,17.204,19.169
1,0,0,0,1,0,1,1,0,1,0,0,0,1,19.148,18.979,18.192,19.241
0,0,1,0,0,1,0,0,0,0,0,0,1,1,19.094,18.959,17.317,19.352
0,1,0,0,1,0,0,0,0,1,0,0,1,1,18.964,19.576,17.771,19.357
0,0,1,0,1,0,1,1,0,0,1,1,0,0,19.626,19.457,17.872,20.109
1,1,0,1,0,0,0,1,0,1,1,1,0,1,20.056,20.63,17.909,20.079
0,0,1,0,0,1,0,0,1,0,0,1,0,1,19.568,19.743,17.528,20.067
0,0,0,1,0,1,1,0,0,0,1,1,0,0,19.797,20.122,17.565,20.35
0,0,1,1,1,0,0,0,1,0,0,0,0,1,18.977,19.107,17.232,19.292
0,1,0,1,1,0,0,0,1,0,1,0,0,0,19.336,18.908,17.301,19.2
1,0,0,0,0,0,1,0,1,0,1,1,1,1,19.704,19.825,17.643,19.923
0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.163,18.944,17.249,19.294
1,1,1,1,0,0,0,0,1,1,1,1,1,0,20.1,19.849,17.963,20.173
0,0,0,0,0,0,1,1,0,0,0,0,1,1,19.025,18.851,17.171,19.237
0,1,0,0,0,1,1,0,1,0,1,1,0,0,19.464,19.903,17.599,19.855
0,0,0,0,1,1,0,1,1,1,0,0,0,0,18.822,19.263,17.77,19.404
0,0,1,0,0,0,1,1,1,0,0,0,0,1,18.889,19.007,17.198,19.339
0,0,1,0,1,0,1,0,0,0,1,1,1,1,19.604,19.57,17.586,20.126
0,0,1,1,0,1,1,1,1,0,0,0,1,0,18.926,19.102,17.277,19.03
0,0,1,0,1,1,0,1,0,1,0,0,1,1,19.899,18.973,17.752,19.314
1,1,0,1,0,0,0,0,0,0,0,1,1,0,19.838,19.859,17.661,20.272
0,1,1,0,0,0,1,0,1,1,0,0,0,0,19.182,19.03,17.872,19.327
1,1,0,1,1,1,0,0,0,1,0,0,0,1,19.391,19.044,17.727,19.744
1,0,1,0,1,1,0,0,1,1,1,0,1,1,18.923,19.206,17.889,19.27
1,0,0,0,1,1,1,0,0,1,1,0,1,1,18.85,19.612,17.787,19.648
1,1,1,0,1,0,1,0,1,1,1,0,0,0,19.045,18.92,17.726,19.727
1,1,0,1,0,0,1,0,0,0,1,0,1,1,19.174,19.097,17.126,19.256
1,1,1,0,0,1,1,0,1,0,0,0,0,0,19.377,19.283,17.527,19.324
1,1,0,0,0,0,0,1,1,0,0,1,1,0,19.88,19.339,17.558,20.271
0,0,1,1,0,0,1,1,0,0,0,1,1,1,19.415,19.625,17.47,20.157
0,1,0,1,0,1,0,1,1,1,1,1,0,1,19.72,19.75,18.142,20.052
0,1,1,0,1,1,0,1,0,1,0,0,1,1,18.985,19.187,17.809,19.15
1,1,1,0,0,1,0,0,0,1,0,1,1,0,19.935,19.858,17.92,20.483
1,0,1,0,0,1,0,0,1,0,1,1,1,1,19.744,19.541,17.488,20.103
1,1,0,1,0,1,0,0,0,1,0,0,1,0,19.073,19.294,17.619,19.296
0,0,1,1,0,1,1,0,0,1,0,1,1,0,19.592,19.901,18.433,19.909
0,1,0,0,1,0,1,1,0,1,0,1,1,1,19.52,19.609,17.923,19.842
0,1,0,1,0,0,0,1,0,1,1,1,0,1,19.673,19.615,17.935,20.03
1,0,1,1,1,0,0,0,1,1,1,0,1,1,19.011,19.147,17.803,19.541
0,1,0,0,0,0,1,0,0,1,1,1,0,1,19.683,19.698,18.006,20.257
0,0,0,1,0,1,1,0,1,1,1,1,1,1,20.241,19.973,17.949,20.649
1,0,0,0,0,1,0,0,1,0,0,1,1,0,19.813,19.748,17.57,19.969
0,0,0,0,0,1,0,0,1,1,1,0,0,1,19.218,19.112,17.77,19.201
1,0,1,1,0,0,1,1,0,1,1,1,1,1,20.16,19.78,18.059,20.158
0,0,0,0,1,0,1,1,0,0,1,1,0,0,19.749,19.525,17.496,20.218
0,1,1,1,1,0,1,1,0,1,1,0,1,0,18.771,19.344,18.558,19.395
0,1,1,0,1,0,1,0,1,0,0,1,1,1,19.746,19.741,17.654,19.522
1,1,0,1,0,1,0,0,1,0,1,0,1,1,18.798,19.021,17.288,19.279
0,0,1,1,1,0,1,1,0,0,0,1,1,1,19.431,19.625,17.583,20.157
1,1,1,0,0,0,0,1,1,0,0,0,1,0,19.203,19.035,17.257,19.917
0,0,0,1,0,1,1,1,1,0,0,1,0,1,19.919,19.827,17.632,20.104
1,1,0,0,0,0,1,0,1,1,1,0,0,1,19.55,19.273,17.96,19.796
0,1,1,0,1,0,0,1,1,0,0,0,0,1,19.086,19.246,17.278,19.337
1,1,0,1,0,1,1,0,0,1,1,1,0,1,20.552,19.594,18.027,20.194
1,1,1,0,1,0,1,0,1,0,0,1,0,0,20.078,19.608,17.673,20.09
0,1,1,0,1,0,0,1,1,1,0,0,0,0,19.78,19.078,17.818,19.423
1,1,0,0,0,0,1,1,0,1,0,0,1,1,19.073,19.253,17.923,19.424
0,1,1,0,1,0,1,1,1,1,0,0,0,1,18.979,19.085,17.48,19.53
0,0,1,0,1,1,0,1,0,0,0,1,1,0,19.505,20.055,17.493,19.799
0,1,0,1,1,1,1,0,1,1,1,1,0,1,19.814,20.295,18.018,20.087
0,0,1,1,0,0,0,0,1,1,0,0,0,0,19.237,19.069,17.778,18.987
1,1,0,0,0,1,0,0,1,0,1,1,0,1,19.562,19.601,17.632,19.673
0,1,0,1,0,1,1,0,1,1,0,0,1,0,19.144,19.098,17.772,19.546
0,0,1,1,0,0,0,1,1,0,1,1,1,0,19.674,19.688,17.945,19.925
0,0,1,1,0,1,0,1,1,0,1,1,0,1,19.774,19.669,17.711,20.303
0,1,0,0,0,1,0,0,1,0,1,0,0,1,19.14,19.126,17.241,19.113
1,0,1,0,0,1,0,1,1,1,0,1,1,1,20.13,20.394,18.455,20.186
0,1,1,1,1,0,0,0,1,0,0,0,0,0,18.874,18.812,17.384,19.257
1,1,0,1,0,1,0,1,0,1,1,0,1,1,18.839,19.346,17.931,19.325
1,1,1,1,1,1,0,1,1,0,0,1,1,0,19.394,19.806,17.421,19.912
0,1,0,1,0,0,0,1,0,0,1,0,0,0,19.053,19.054,17.309,19.29
0,1,0,0,1,0,1,1,1,0,1,1,1,1,19.658,19.456,17.482,20.021
1,1,0,1,0,1,0,0,0,0,0,0,0,1,19.164,19.098,17.251,19.336
0,1,1,0,1,0,1,0,1,0,0,1,1,0,19.671,19.313,17.632,19.932
0,0,0,0,0,1,1,1,0,0,0,0,0,1,19.118,19.088,17.393,19.372
0,1,1,0,0,1,1,1,0,0,0,0,1,1,18.71,18.99,17.103,19.621
1,0,0,1,1,1,0,1,1,0,1,1,1,1,19.743,19.71,17.546,20.188
0,1,0,0,1,1,1,0,0,1,0,0,1,1,18.842,18.952,17.763,19.301
1,0,0,1,1,0,0,0,0,1,0,1,0,1,19.82,20.193,18.006,20.336
0,1,0,0,0,0,0,1,1,0,1,0,0,1,18.839,19.048,17.232,19.276
1,1,1,0,0,1,1,0,0,0,1,0,0,1,19.028,18.815,17.563,19.112
0,1,0,1,0,1,1,0,0,0,1,0,1,0,19.593,19.177,17.61,19.098
1,1,1,0,0,1,0,1,1,1,1,1,0,0,19.765,20.158,18.073,20.391
1,1,0,1,0,1,0,0,1,1,1,0,0,1,19.129,19.013,17.689,19.556
0,0,0,0,1,0,0,1,0,1,1,1,0,1,19.799,19.785,17.945,20.027
1,1,0,1,0,1,0,0,0,0,0,1,0,0,19.72,20.151,17.534,20.499
1,1,1,0,0,1,1,1,0,1,0,0,0,0,19.065,19.227,17.759,19.249
1,1,1,1,0,0,0,0,1,0,0,0,1,0,19.122,18.862,17.26,19.217
1,0,1,1,0,1,0,1,1,1,0,1,0,0,19.994,19.906,18.242,20.084
1,0,0,1,1,1,1,1,0,0,1,1,0,1,19.639,19.762,17.521,19.934
0,0,1,1,0,1,0,1,0,1,1,1,1,0,19.595,19.412,18.06,20.209
1,1,1,0,0,1,0,0,0,1,0,0,1,0,19.163,19.109,17.823,19.58
0,0,1,1,0,0,0,0,0,1,0,0,0,0,19.134,19.134,17.681,19.37
1,1,0,0,0,1,0,0,0,0,1,0,0,1,19.531,18.756,17.187,19.225
0,1,0,1,0,1,0,1,0,0,0,0,0,0,18.852,19.035,17.134,19.367
0,1,1,1,1,1,0,0,1,0,0,1,0,0,19.826,19.715,17.507,20.177
1,0,1,1,1,0,1,0,1,0,1,0,0,1,18.947,18.816,17.404,19.723
0,0,1,1,0,1,1,1,1,0,0,1,0,1,19.667,19.93,17.556,20.025
1,1,1,1,0,0,0,0,0,1,1,1,0,0,19.618,19.996,17.979,20.418
1,1,1,1,1,1,1,0,0,0,0,0,0,0,18.746,18.811,17.373,19.294
0,0,1,0,0,0,0,0,0,0,1,0,1,0,19.033,19.153,17.063,19.25
0,1,1,0,1,1,1,0,0,0,1,0,1,1,19.03,19.214,17.118,19.205
0,0,1,1,1,0,0,0,0,0,0,1,1,0,19.592,19.485,17.47,19.763
1,0,1,1,0,1,1,1,1,0,0,0,1,1,19.197,19.016,17.213,19.315
1,1,0,0,1,0,0,1,1,1,0,0,0,0,19.152,19.457,17.812,19.394
0,1,0,1,0,0,0,1,1,0,0,1,0,1,19.834,19.538,17.507,20.159
1,0,0,0,1,0,1,0,1,0,0,1,0,1,19.894,20.807,17.775,20.27
1,1,0,0,0,1,0,0,1,0,1,0,0,1,19.025,19.123,17.288,19.429
1,0,0,1,0,0,0,1,0,1,1,0,1,0,18.981,19.283,17.769,19.388
0,0,1,1,1,0,0,0,0,0,1,1,0,0,19.853,19.68,17.7,20.404
0,0,0,1,0,1,1,0,1,0,1,0,0,0,19.329,19.039,17.211,19.302
1,1,0,1,1,0,0,0,0,1,0,1,0,1,20.245,19.883,18.235,20.337
0,0,0,0,0,1,1,1,1,0,0,0,0,0,19.206,19.24,17.251,19.134
0,1,1,0,0,1,0,1,0,0,0,0,1,1,19.226,19.119,17.076,19.37
0,0,0,0,0,1,0,1,1,1,0,1,1,0,19.704,19.587,17.991,20.242
1,1,0,0,1,1,0,0,0,1,0,0,1,1,19.101,19.365,17.884,19.763
1,1,0,0,0,1,0,0,1,0,0,1,1,1,19.445,19.421,17.555,19.845
0,1,1,0,1,0,0,0,0,1,0,1,0,1,19.669,19.771,18.214,19.972
1,0,0,0,0,1,1,0,1,0,0,1,0,0,19.79,19.729,17.536,20.085
0,0,1,0,1,1,0,0,1,0,1,1,0,1,19.849,19.812,17.513,20.056
0,1,1,1,0,1,0,0,1,0,1,1,0,0,19.765,20.041,17.56,20.26
0,1,1,1,0,1,1,0,0,1,0,0,1,0,18.827,18.947,17.67,19.329
1,1,1,0,1,1,1,1,0,0,0,0,1,1,18.948,19.047,17.297,19.321
0,1,0,0,0,1,0,0,0,0,0,0,1,1,18.994,18.957,17.127,19.346
0,0,1,0,0,0,1,1,1,1,1,0,0,1,19.245,18.933,17.985,19.174
1,1,0,1,1,1,1,0,0,1,1,0,0,0,19.282,19.406,17.761,19.682
0,1,0,1,0,1,1,1,0,0,0,1,0,0,19.619,20.186,17.917,19.982
1,0,1,1,0,0,1,1,1,0,1,1,0,0,19.695,19.725,17.544,20.453
1,0,0,1,0,0,0,0,0,0,1,0,0,1,18.69,19.196,17.206,19.14
1,1,0,1,0,0,1,1,1,0,0,1,0,0,19.646,19.976,17.59,19.975
1,0,1,1,0,0,0,1,1,0,0,1,0,0,19.996,20.168,17.813,20.232
0,1,0,1,1,1,0,1,0,1,1,0,0,1,19.344,18.855,17.763,19.455
1,1,0,1,1,1,0,1,1,0,0,0,1,0,19.067,19.042,17.144,19.327
1,1,1,1,1,1,0,0,1,0,0,1,1,0,19.611,19.894,17.571,20.073
1,0,1,0,1,0,1,0,1,0,0,1,0,0,19.683,19.605,17.466,20.069
0,0,0,1,1,0,0,1,0,0,0,1,1,1,19.545,19.323,17.681,19.776
0,0,1,0,0,0,0,1,0,0,0,1,0,0,19.525,19.846,17.474,19.936
1,0,1,1,0,1,0,0,0,1,0,0,0,0,19.109,19.166,17.862,19.852
0,0,0,0,1,1,1,1,0,0,0,0,0,0,19.069,18.942,17.206,19.518
1,0,0,1,0,0,0,0,0,1,1,1,0,0,20.092,19.711,18.004,20.181
1,1,1,0,1,0,1,1,0,1,1,0,1,0,19.179,19.088,18.092,19.921
0,1,0,0,0,1,0,1,0,1,1,1,0,0,19.604,19.862,17.933,20.025
1,0,1,1,0,1,1,1,0,1,1,1,0,1,19.952,19.618,18.236,20.34
1,0,0,0,0,0,0,1,0,1,0,1,0,1,19.718,20.001,18.06,20.288
0,0,1,1,1,0,1,1,0,1,0,0,1,1,18.906,19.137,17.679,19.302
0,0,1,1,1,1,0,1,0,1,1,1,0,0,19.795,19.769,18.049,20.501
1,1,0,0,1,0,0,1,1,0,0,0,1,0,18.69,19.089,17.301,19.107
1,0,0,0,1,1,1,0,1,1,1,0,1,1,19.221,19.246,17.908,19.295
0,0,1,1,1,0,1,1,0,0,0,0,1,1,19.244,18.787,17.406,19.459
0,0,1,1,1,0,1,1,1,0,0,1,1,0,19.638,19.858,17.533,19.776
1,0,0,0,1,0,0,1,1,0,1,1,0,0,19.856,19.796,17.537,20.208
0,1,0,1,1,0,1,1,1,1,1,0,1,1,18.716,18.805,17.637,20.387
0,0,1,1,0,1,0,1,0,1,1,1,1,0,19.722,19.741,18.017,21.071
0,0,1,1,0,0,1,0,0,0,0,0,0,0,18.942,18.985,17.193,19.271
0,0,0,0,0,0,1,1,0,1,1,0,0,1,19.181,18.791,17.665,19.673
0,0,1,0,0,1,0,1,1,0,0,1,1,0,19.375,19.456,17.66,19.986
1,0,1,1,0,1,0,1,0,1,0,0,1,0,19.362,19.191,17.773,19.39
1,1,1,1,1,1,0,1,1,0,0,0,0,1,19.166,18.776,17.294,19.121
1,1,1,1,0,0,1,0,1,1,0,1,1,0,19.979,19.871,18.143,20.177
1,0,0,0,1,1,0,0,1,1,0,1,1,0,19.942,19.886,18.043,20.232
1,1,0,1,1,1,1,0,1,1,1,1,1,0,19.885,20.073,18.045,20.03
0,0,0,0,1,0,0,0,0,1,0,1,0,0,19.62,19.923,17.981,20.206
1,1,1,0,0,1,0,0,0,0,1,1,1,0,19.52,19.47,17.544,20.065
1,1,0,0,0,0,1,1,1,1,1,1,1,0,20.822,19.878,17.921,20.283
1,1,0,0,0,1,0,1,0,0,0,1,1,1,19.664,19.845,17.696,19.934
1,1,1,1,1,0,1,0,1,1,0,1,0,1,19.75,19.853,18.193,20.277
0,1,0,1,0,1,1,1,0,0,0,0,1,1,18.633,19.084,17.367,19.064
1,0,0,0,0,1,1,0,1,0,1,1,1,1,19.873,19.958,17.667,20.083
1,0,0,1,0,0,1,1,0,1,0,1,1,1,19.809,19.679,17.948,20.484
0,1,0,1,0,0,0,0,1,1,1,0,1,1,19.042,19.006,17.704,19.183
0,1,0,0,0,1,0,1,0,1,0,0,1,0,19.293,19.273,17.984,19.367
1,1,0,1,1,0,1,1,0,1,0,1,1,0,19.915,20.024,18.039,20.111
0,1,0,1,0,1,0,0,1,0,1,0,1,1,19.032,19.025,17.294,19.142
0,1,1,0,1,0,1,0,1,0,0,1,1,1,20.073,19.621,17.4,19.994
1,0,0,1,0,0,0,1,0,1,1,0,0,1,18.946,19.406,17.74,19.807
1,1,0,1,0,0,1,1,1,0,1,0,0,0,18.966,19.103,17.326,19.762
0,1,1,0,0,1,0,0,1,1,0,0,0,0,18.746,18.777,17.606,19.453
1,1,0,1,0,1,0,1,1,0,1,1,1,0,19.338,19.698,17.5,20.022
1,0,0,0,0,1,1,0,1,1,1,0,1,0,19.334,19.239,17.851,19.274
1,1,0,1,0,0,1,1,1,0,1,1,0,1,20.95,20.026,17.523,20
1,1,1,1,0,1,0,0,0,0,1,0,0,0,19.057,18.866,17.219,19.134
1,1,0,1,0,0,0,1,1,1,1,0,0,1,19.218,19.094,17.722,19.962
1,0,1,1,1,0,0,1,1,0,0,0,0,0,19.11,19.283,17.357,19.603
0,1,0,0,1,0,1,1,0,1,1,1,1,0,19.739,19.704,17.979,20.485
0,0,0,1,0,0,0,1,1,0,1,1,0,1,19.373,19.688,17.507,19.858
0,0,0,1,0,0,0,1,1,1,0,1,0,1,19.606,19.838,18.183,20.073
1,0,1,1,0,0,1,0,1,1,1,0,1,0,19.076,19.124,17.835,19.532
1,1,1,1,1,1,1,0,1,0,0,0,1,0,19.052,18.859,17.058,19.699
0,1,0,1,1,1,1,0,1,0,1,1,1,0,19.723,19.589,17.577,19.792
0,1,1,1,1,1,0,1,0,1,0,1,1,1,20.17,19.895,18.091,20.298
0,1,1,1,0,0,1,1,1,1,0,0,1,0,19.391,18.774,17.777,19.284
0,1,0,1,0,0,0,0,1,0,1,0,1,1,19.113,18.936,17.063,19.164
1,0,1,0,0,1,0,0,1,1,0,0,1,0,18.899,19.301,18.055,19.404
1,0,0,0,0,0,0,0,1,0,1,1,0,0,19.608,19.71,17.821,20.111
1,1,1,0,1,1,0,0,1,0,0,1,0,0,19.958,20.227,17.536,19.937
0,1,1,0,0,1,1,0,0,1,0,0,0,1,18.805,19.407,17.796,19.29
0,1,1,1,1,1,1,0,0,1,0,0,0,0,19.062,19.205,17.808,19.47
0,0,1,0,1,1,0,0,1,1,1,1,0,0,19.927,19.619,17.915,20.332
0,0,1,0,1,1,0,0,1,0,1,1,0,0,19.922,19.906,17.577,20.134
1,0,1,0,1,1,0,1,1,0,0,0,1,0,19.195,19.031,17.204,19.515
1,0,0,1,0,1,1,1,1,1,1,1,1,1,19.924,19.907,18.294,20.251
1,0,1,1,1,1,1,1,1,1,1,1,1,0,20.109,19.87,18.17,20.311
0,1,0,1,0,0,1,0,0,0,0,1,0,0,19.935,19.464,17.57,20.063
1,0,1,1,1,1,0,0,0,0,1,0,0,0,19.362,19.072,17.283,19.345
1,1,0,0,1,1,0,0,0,0,1,1,0,0,20.056,19.927,17.707,20.189
0,1,0,1,1,0,0,0,0,0,0,0,1,1,18.594,18.865,17.352,19.122
1,0,1,1,1,1,1,0,0,1,0,0,1,0,19.106,19.34,17.71,19.513
0,0,1,1,0,1,0,0,0,0,1,0,0,0,18.985,19.19,17.461,19.408
1,1,0,0,1,0,1,0,1,1,1,0,1,1,19.205,19.286,17.607,19.131
1,1,1,0,1,1,1,0,1,1,0,1,0,1,20.033,20.028,18.048,19.946
0,0,0,0,1,0,0,1,1,0,0,0,0,1,19.103,19.255,17.211,19.352
1,1,1,1,1,0,0,0,0,1,0,1,0,0,19.829,19.828,18.071,20.385
0,0,0,0,1,0,0,0,0,1,0,1,1,0,19.569,19.909,17.988,20.265
0,0,0,0,1,0,1,1,0,1,1,1,1,0,19.932,19.868,18.033,20.292
0,0,1,1,0,0,1,0,1,1,1,1,1,0,19.664,19.723,18.064,20.203
1,1,0,1,0,0,0,0,1,1,1,1,1,0,20.065,19.78,18.007,20.071
1,1,1,1,0,0,0,1,1,1,0,0,1,0,18.893,19.121,17.743,19.241
1,0,0,0,0,0,0,0,0,0,0,0,1,0,18.923,19.142,17.261,19.532
0,0,0,1,0,1,0,1,1,1,0,1,0,1,19.783,20.083,18.016,20.288
0,0,1,0,1,0,0,1,0,1,1,1,0,1,19.566,19.982,18.074,19.823
1,0,0,0,1,0,1,1,0,0,1,1,0,1,19.844,19.506,17.531,20.262
0,1,1,1,1,0,0,0,1,1,1,1,1,0,19.817,19.782,17.887,20.557
1,0,0,1,0,0,0,0,1,0,1,0,0,0,19.112,19.197,17.226,19.246
0,0,0,1,1,0,0,1,1,1,1,0,0,1,19.106,18.965,17.583,19.367
